file,label,gardiner_code,index,script,umap_x,umap_y,tsne_x,tsne_y
oracle_selected_glyphs\史\4.png,史,NA,4,oracle,4.6909704,10.72294,-8.165961280308094,-0.1314623903118334
oracle_selected_glyphs\史\5.png,史,NA,5,oracle,3.9630888,11.262279,-11.476508026850949,-6.990880920316856
oracle_selected_glyphs\巫\1.png,巫,NA,1,oracle,4.6295657,9.903704,-5.506467783717562,-3.1130186300965357
oracle_selected_glyphs\巫\2.png,巫,NA,2,oracle,5.0252175,11.353377,-8.07311088590092,-3.751540881585841
oracle_selected_glyphs\巫\3.png,巫,NA,3,oracle,3.2399414,12.313464,-17.814092038188882,-4.281255006751007
oracle_selected_glyphs\巫\4.png,巫,NA,4,oracle,3.8305428,12.72574,-16.002614178246123,-3.2922036098001914
oracle_selected_glyphs\巫\5.png,巫,NA,5,oracle,4.9683437,10.648333,-7.439640324888977,-2.0664476110489223
oracle_selected_glyphs\帝\1.png,帝,NA,1,oracle,3.485599,11.112972,-11.801762822573398,1.0772923764917388
oracle_selected_glyphs\帝\2.png,帝,NA,2,oracle,3.4629498,11.132202,-11.313838396578083,1.5081069378648364
oracle_selected_glyphs\帝\3.png,帝,NA,3,oracle,3.6848617,11.2237625,-12.206435902623392,0.9753847224483254
oracle_selected_glyphs\帝\4.png,帝,NA,4,oracle,3.3436618,11.288222,-12.35762935387019,1.4186856093884865
oracle_selected_glyphs\帝\5.png,帝,NA,5,oracle,3.3988025,11.114555,-11.882175842743106,1.9839097075804608
oracle_selected_glyphs\日\1.png,日,NA,1,oracle,4.928599,6.149637,11.570002361375872,-0.3038063022388366
oracle_selected_glyphs\日\2.png,日,NA,2,oracle,3.9811852,10.6833515,-8.814907117030964,3.5974393518487227
oracle_selected_glyphs\日\3.png,日,NA,3,oracle,3.9653623,11.918065,-12.150306524191697,-2.4677729493881806
oracle_selected_glyphs\日\4.png,日,NA,4,oracle,5.7592435,7.136895,6.075662958132823,-7.4155134331595205
oracle_selected_glyphs\星\1.png,星,NA,1,oracle,3.962543,12.197607,-13.724026321256261,-2.5394044180080475
oracle_selected_glyphs\星\2.png,星,NA,2,oracle,5.380105,6.579102,12.433756952970745,-5.484118265254213
oracle_selected_glyphs\星\3.png,星,NA,3,oracle,3.214645,11.5186825,-13.913614235470767,2.3129647807073273
oracle_selected_glyphs\星\4.png,星,NA,4,oracle,4.473873,9.875846,-5.413845528669893,0.9813388657237919
oracle_selected_glyphs\星\5.png,星,NA,5,oracle,4.5926385,9.889429,-5.514757824726366,1.2022371490357087
oracle_selected_glyphs\星\6.png,星,NA,6,oracle,3.432157,10.366992,-3.990906058582176,2.8141290948383353
oracle_selected_glyphs\月\1.png,月,NA,1,oracle,4.995721,10.437965,-5.636181104577666,-4.09602522177607
oracle_selected_glyphs\月\2.png,月,NA,2,oracle,4.4607387,11.980204,-12.22593612916684,-3.821130881410967
oracle_selected_glyphs\月\3.png,月,NA,3,oracle,4.520445,10.72823,-7.091704493158948,-2.728369849713073
oracle_selected_glyphs\月\4.png,月,NA,4,oracle,4.496765,11.405579,-10.55746054903188,-4.895458300516058
oracle_selected_glyphs\月\5.png,月,NA,5,oracle,4.3289666,10.150988,-6.189798977810764,-8.389851353326167
oracle_selected_glyphs\月\6.png,月,NA,6,oracle,4.5803566,11.855052,-11.491939894980915,-4.80001756766439
oracle_selected_glyphs\示\1.png,示,NA,1,oracle,4.0863767,10.775053,-9.005996188357503,2.3871895751359027
oracle_selected_glyphs\祀\1.png,祀,NA,1,oracle,4.2584844,12.794204,-16.130724478471265,-2.153418249946266
oracle_selected_glyphs\祀\2.png,祀,NA,2,oracle,4.563212,12.529372,-15.963180443607525,-1.0676188498478754
oracle_selected_glyphs\祀\3.png,祀,NA,3,oracle,4.7351513,12.213377,-14.740348151730952,-0.5392147565273084
oracle_selected_glyphs\祀\4.png,祀,NA,4,oracle,4.698295,12.329323,-14.062845460426187,-0.9530532810267884
oracle_selected_glyphs\祀\5.png,祀,NA,5,oracle,4.6553516,11.738989,-13.054286115999163,-0.9929553763451009
oracle_selected_glyphs\祀\6.png,祀,NA,6,oracle,4.553453,12.415032,-14.675581138479341,-1.5067127058736496
oracle_selected_glyphs\祖\1.png,祖,NA,1,oracle,4.116094,10.795098,-8.908478474110222,2.012976603937273
oracle_selected_glyphs\祖\2.png,祖,NA,2,oracle,3.2478478,12.131103,-16.72718282829162,-6.138160934713993
oracle_selected_glyphs\祖\3.png,祖,NA,3,oracle,3.4357731,12.32419,-15.355028834517496,-6.356571142379405
oracle_selected_glyphs\祖\4.png,祖,NA,4,oracle,3.1489172,12.088524,-16.999779225875084,-6.599073859058522
oracle_selected_glyphs\祝\1.png,祝,NA,1,oracle,4.169054,12.814386,-15.634687794846718,-2.5848692194199034
oracle_selected_glyphs\祝\2.png,祝,NA,2,oracle,3.4487116,12.413583,-15.295558712660295,-5.954278693281456
oracle_selected_glyphs\祝\3.png,祝,NA,3,oracle,3.7846303,12.366615,-13.850414123973223,-4.71744409962692
oracle_selected_glyphs\祝\4.png,祝,NA,4,oracle,3.8232186,12.719492,-14.622541534173134,-4.4200467998637984
oracle_selected_glyphs\祝\5.png,祝,NA,5,oracle,3.431664,11.952655,-14.176618418209458,-6.6281483323274495
oracle_selected_glyphs\祭\1.png,祭,NA,1,oracle,3.8978362,12.656633,-15.065670617581077,-4.008902229331382
oracle_selected_glyphs\祭\2.png,祭,NA,2,oracle,4.867412,10.104084,-4.109108481526633,-3.2336910792910567
oracle_selected_glyphs\祭\3.png,祭,NA,3,oracle,3.3791382,7.7309933,4.824380006998894,3.356523944087105
oracle_selected_glyphs\祭\4.png,祭,NA,4,oracle,4.1146455,12.586007,-15.457082225721665,-4.388608684146817
oracle_selected_glyphs\祭\5.png,祭,NA,5,oracle,3.5972311,12.683291,-16.68638563851287,-3.564249167574114
oracle_selected_glyphs\祭\6.png,祭,NA,6,oracle,3.9401166,12.6297035,-14.847050426489687,-3.500203777025776
oracle_selected_glyphs\鬼\1.png,鬼,NA,1,oracle,4.2171297,11.458859,-10.282773450598096,-0.5739649394129379
oracle_selected_glyphs\鬼\2.png,鬼,NA,2,oracle,4.282124,10.278659,-5.140122824840103,-0.7632370267161476
oracle_selected_glyphs\鬼\3.png,鬼,NA,3,oracle,4.037281,11.554892,-11.104472578004053,-1.636103314070837
oracle_selected_glyphs\鬼\4.png,鬼,NA,4,oracle,3.4205775,12.6016445,-17.13733244510474,-3.9139982056880873
oracle_selected_glyphs\鬼\5.png,鬼,NA,5,oracle,4.2387776,11.147872,-9.785547426301617,-0.37954624221280836
oracle_selected_glyphs\鬼\6.png,鬼,NA,6,oracle,3.878532,11.578268,-11.345817671036418,-0.8617698402961109
egypt_by_oracle\人\A1\人_A1_01.png,人,A1,1,egypt,0.6167978,6.175608,9.407348723717003,11.153942269965192
egypt_by_oracle\人\A1\人_A1_02.png,人,A1,2,egypt,0.44190463,5.942023,8.715739086904989,10.94511595260462
egypt_by_oracle\卜\A2\卜_A2_01.png,卜,A2,1,egypt,0.4158338,6.10768,8.165914760567897,10.646001311901502
egypt_by_oracle\卜\A7\卜_A7_01.png,卜,A7,1,egypt,0.5877252,5.909604,9.328825634358834,10.01477214147544
egypt_by_oracle\占\占_NA_01.png,占,NA,1,egypt,5.345809,9.146009,-0.6380462591482731,-9.708999580174346
egypt_by_oracle\占\占_NA_02.png,占,NA,2,egypt,5.342299,9.340991,-0.6243873940847994,-9.798995772347073
egypt_by_oracle\占\D21\占_D21_000.png,占,D21,0,egypt,4.5980773,5.974329,8.071036599570792,-0.500461805050683
egypt_by_oracle\占\D21\占_D21_0000.png,占,D21,0,egypt,4.7264132,5.9026227,9.36768488797893,-0.702000090160968
egypt_by_oracle\占\D21\占_D21_0002.png,占,D21,2,egypt,4.490234,5.836456,8.844178752217006,-1.2522854505496213
egypt_by_oracle\占\D21\占_D21_0003.png,占,D21,3,egypt,4.5330725,6.2147493,7.40668573627988,-1.1834045844091563
egypt_by_oracle\占\D21\占_D21_0004.png,占,D21,4,egypt,4.6144724,5.9034033,8.550488915802372,-0.4619364540932475
egypt_by_oracle\占\D21\占_D21_001.png,占,D21,1,egypt,4.8164573,5.852217,8.49413448068885,0.2558620145891461
egypt_by_oracle\占\D21\占_D21_002.png,占,D21,2,egypt,4.809812,5.8268466,9.298374419171493,-0.0401875814577582
egypt_by_oracle\占\D21\占_D21_003.png,占,D21,3,egypt,4.681498,6.0075045,9.368862768268471,-1.1300273592851005
egypt_by_oracle\占\Q3\占_Q3_000.png,占,Q3,0,egypt,4.950266,8.205416,2.4208799426692096,-1.3319307442364767
egypt_by_oracle\占\Q3\占_Q3_0008.png,占,Q3,8,egypt,4.9956,8.007489,2.785310847660612,-1.612496313898101
egypt_by_oracle\占\Q3\占_Q3_001.png,占,Q3,1,egypt,5.016255,7.686594,3.5714764072789307,-2.0454657333602135
egypt_by_oracle\占\Q3\占_Q3_0017.png,占,Q3,17,egypt,7.395465,3.6057355,-0.24506638975611192,3.555497428094446
egypt_by_oracle\占\Q3\占_Q3_002.png,占,Q3,2,egypt,5.1059847,8.504831,0.3293448478450374,-2.42230960563551
egypt_by_oracle\占\Q3\占_Q3_003.png,占,Q3,3,egypt,5.0231147,8.763588,-0.06416785388806284,-1.7253335455174728
egypt_by_oracle\占\Q3\占_Q3_004.png,占,Q3,4,egypt,4.836184,7.547469,4.546915137643087,-2.054515273905167
egypt_by_oracle\占\R4\占_R4_000.png,占,R4,0,egypt,3.3129241,6.2676363,1.7462470295872203,7.840660068254607
egypt_by_oracle\占\R4\占_R4_001.png,占,R4,1,egypt,7.658494,3.3764079,0.40259853890160474,4.664258810433868
egypt_by_oracle\占\R4\占_R4_002.png,占,R4,2,egypt,7.651144,3.2527885,-0.5409986799960582,5.935222145672621
egypt_by_oracle\占\R4\占_R4_0087.png,占,R4,87,egypt,7.6313114,3.2336328,0.12061331688632945,6.2835123869927125
egypt_by_oracle\占\R4\占_R4_0150.png,占,R4,150,egypt,3.239904,6.326179,1.4015103938745894,8.100209508255586
egypt_by_oracle\占\R4\占_R4_0158.png,占,R4,158,egypt,7.555057,3.3262074,0.7821155846968757,4.885372756743755
egypt_by_oracle\占\R8\占_R8_000.png,占,R8,0,egypt,4.861864,9.497167,-3.4359457074172304,-2.313395115840272
egypt_by_oracle\占\R8\占_R8_001.png,占,R8,1,egypt,5.3800397,10.054491,-2.6434128496397116,0.5460587481201614
egypt_by_oracle\占\R8\占_R8_0014.png,占,R8,14,egypt,5.001478,9.763197,-2.8786669600357815,-1.767300678292855
egypt_by_oracle\占\R8\占_R8_0015.png,占,R8,15,egypt,5.170906,9.857325,-2.3877905459301605,-1.208464449941822
egypt_by_oracle\占\R8\占_R8_0016.png,占,R8,16,egypt,5.3554525,9.693352,-2.6359297403414255,-0.6645122339768801
egypt_by_oracle\占\R8\占_R8_002.png,占,R8,2,egypt,5.2213893,9.725631,-1.7582956204480142,-1.7639405082493451
egypt_by_oracle\占\R8\占_R8_003.png,占,R8,3,egypt,5.2298093,9.870384,-2.4973785415837706,-1.9140534010773476
egypt_by_oracle\占\R8\占_R8_004.png,占,R8,4,egypt,5.294137,9.86795,-3.110412545848346,-1.1309174061584435
egypt_by_oracle\占\W22\占_W22_000.png,占,W22,0,egypt,5.10014,7.417679,5.216867613451751,-3.0868304326097014
egypt_by_oracle\占\W22\占_W22_001.png,占,W22,1,egypt,5.582588,6.264609,11.003590904182813,-4.025770912302197
egypt_by_oracle\占\W22\占_W22_0146.png,占,W22,146,egypt,5.5078,6.2242436,11.003590904182813,-4.025770912302197
egypt_by_oracle\占\W22\占_W22_0147.png,占,W22,147,egypt,5.06193,7.405241,5.21686761345175,-3.0868304326097014
egypt_by_oracle\占\X1\占_X1_000.png,占,X1,0,egypt,4.103184,6.5147605,6.816320344895852,-2.24014833716838
egypt_by_oracle\占\X1\占_X1_0001.png,占,X1,1,egypt,4.2432694,5.929392,8.665748388294652,-2.5545240158072513
egypt_by_oracle\占\X1\占_X1_0005.png,占,X1,5,egypt,4.0183096,6.0256095,7.943957038770362,-2.449875535596466
egypt_by_oracle\占\X1\占_X1_0006.png,占,X1,6,egypt,4.262211,5.8602405,9.09890636069124,-2.173976975843414
egypt_by_oracle\占\X1\占_X1_001.png,占,X1,1,egypt,7.2557535,3.6419773,1.6999098125800567,3.8716368487045436
egypt_by_oracle\占\X1\占_X1_002.png,占,X1,2,egypt,4.081009,6.160884,7.582274473347417,-2.724263649442857
egypt_by_oracle\占\X1\占_X1_003.png,占,X1,3,egypt,4.544162,6.3110423,10.349830910077602,-2.8841952350629114
egypt_by_oracle\占\X1\占_X1_004.png,占,X1,4,egypt,4.22966,6.4073725,10.985564084459435,-2.460768707106525
egypt_by_oracle\史\Y3\史_Y3_000.png,史,Y3,0,egypt,5.1120434,9.1023655,-0.9521190756727506,-1.1642393509264555
egypt_by_oracle\史\Y3\史_Y3_001.png,史,Y3,1,egypt,5.3656235,8.823496,0.9639722465139651,-1.0385286093549104
egypt_by_oracle\史\Y3\史_Y3_002.png,史,Y3,2,egypt,5.3186975,8.338346,1.3772412507136509,-2.842133759126624
egypt_by_oracle\史\Y3\史_Y3_0126.png,史,Y3,126,egypt,5.1379223,9.2574005,-0.9521190756727498,-1.1642393509264541
egypt_by_oracle\史\Y3\史_Y3_0148.png,史,Y3,148,egypt,5.4287333,8.917055,0.9639722465139651,-1.0385286093549104
egypt_by_oracle\史\Y3\史_Y3_0149.png,史,Y3,149,egypt,5.3686657,8.420189,1.3772346520066132,-2.8421363710091527
egypt_by_oracle\史\Y3A1\史_Y3A1_01.png,史,Y3A1,1,egypt,0.08011999,5.825189,10.298695349504879,12.7083216751121
egypt_by_oracle\巫\A50\巫_A50_01.png,巫,A50,1,egypt,0.7234946,6.2155833,8.742504723792136,9.709982966104253
egypt_by_oracle\帝\帝_NA_01.png,帝,NA,1,egypt,0.23393735,5.690716,9.09773874290071,13.41179296651317
egypt_by_oracle\帝\帝_NA_02.png,帝,NA,2,egypt,0.47216472,5.8969955,8.581904357437057,11.726136926070732
egypt_by_oracle\帝\R8A40\帝_R8A40_01.png,帝,R8A40,1,egypt,0.34111074,6.0301886,7.587687352327741,11.614944692165643
egypt_by_oracle\帝\R8A40\帝_R8A40_02.png,帝,R8A40,2,egypt,0.43908694,6.0407825,7.018099846264543,11.158505431973836
egypt_by_oracle\帝\S36\帝_S36_01.png,帝,S36,1,egypt,4.8268533,9.4686,-2.864719953163792,-4.5856921093639444
egypt_by_oracle\日\日_NA_01.png,日,NA,1,egypt,5.815196,7.1136603,7.79504746656592,-7.425232523899823
egypt_by_oracle\日\N5\日_N5_000.png,日,N5,0,egypt,5.852203,6.3898764,10.722906645935266,-5.603063455576821
egypt_by_oracle\日\N5\日_N5_001.png,日,N5,1,egypt,5.7800565,6.7988377,9.045005938433619,-5.694959215853871
egypt_by_oracle\日\N5\日_N5_002.png,日,N5,2,egypt,5.623754,6.6275325,9.659956195137681,-5.001014584628129
egypt_by_oracle\日\N5\日_N5_003.png,日,N5,3,egypt,5.647711,6.448906,10.386218762485436,-5.099831249218707
egypt_by_oracle\日\N5\日_N5_004.png,日,N5,4,egypt,5.7330685,6.697479,9.606286672759042,-5.736753669527747
egypt_by_oracle\日\N5\日_N5_0045.png,日,N5,45,egypt,5.737246,6.276642,10.704236292885133,-4.497048837418443
egypt_by_oracle\日\N5\日_N5_0049.png,日,N5,49,egypt,5.5518746,7.0679193,7.343515727801891,-5.169170294872203
egypt_by_oracle\日\N5\日_N5_0056.png,日,N5,56,egypt,5.3061104,7.0597296,6.898500009675525,-4.937103120571879
egypt_by_oracle\星\N14\星_N14_000.png,星,N14,0,egypt,3.6722326,8.699417,-0.8944496850490776,-5.8334112077441285
egypt_by_oracle\星\N14\星_N14_001.png,星,N14,1,egypt,3.3050966,8.268569,0.5840611472528227,-6.0619082559661335
egypt_by_oracle\星\N14\星_N14_002.png,星,N14,2,egypt,3.6749988,9.226816,-4.276328073649923,-6.726680638300183
egypt_by_oracle\星\N14\星_N14_003.png,星,N14,3,egypt,3.1886911,7.7846823,5.095589018227109,3.3421619374765226
egypt_by_oracle\星\N14\星_N14_004.png,星,N14,4,egypt,6.0143175,6.4798074,10.5829991120231,-7.648333492976247
egypt_by_oracle\星\N14\星_N14_0086.png,星,N14,86,egypt,5.9818544,6.4731855,10.583042374122348,-7.6482172350306294
egypt_by_oracle\星\N14\星_N14_0111.png,星,N14,111,egypt,3.9092686,8.542219,0.3569117900068909,-4.474466777837431
egypt_by_oracle\星\N14\星_N14_0114.png,星,N14,114,egypt,3.6674156,8.791789,-0.8947443250212388,-5.833416620945393
egypt_by_oracle\星\N14\星_N14_0115.png,星,N14,115,egypt,3.3537605,8.336597,0.5839665431645328,-6.062061370597633
egypt_by_oracle\星\N14\星_N14_0122.png,星,N14,122,egypt,3.7018764,9.168094,-4.276514089118694,-6.726834908879095
egypt_by_oracle\星\N14\星_N14_0132.png,星,N14,132,egypt,3.7318795,9.13123,-3.52399548461789,-6.394170379149373
egypt_by_oracle\星\N14\星_N14_0133.png,星,N14,133,egypt,3.9599693,9.025541,-3.256951093570233,-6.201767496883909
egypt_by_oracle\月\N9\月_N9_01.png,月,N9,1,egypt,4.452982,7.6071367,3.7218069050096108,-4.580674332092734
egypt_by_oracle\示\R4\示_R4_000.png,示,R4,0,egypt,3.2846613,6.2758746,1.9057591282779107,8.05152965101068
egypt_by_oracle\示\R4\示_R4_001.png,示,R4,1,egypt,7.480915,3.1586041,0.23083378090274778,4.790669117754483
egypt_by_oracle\示\R4\示_R4_002.png,示,R4,2,egypt,7.664983,3.2300375,-0.619709279052018,6.345853355647519
egypt_by_oracle\示\R4\示_R4_0088.png,示,R4,88,egypt,7.7140417,3.1275167,-0.1420594257845019,6.579198229966868
egypt_by_oracle\示\R4\示_R4_0151.png,示,R4,151,egypt,3.2919476,6.2482986,1.574658080197861,8.301882635509633
egypt_by_oracle\示\R4\示_R4_0159.png,示,R4,159,egypt,7.603256,3.3075902,0.7808832500026086,5.05592490394361
egypt_by_oracle\祀\N14+D46 V4 A30\祀_N14+D46 V4 A30_01.png,祀,N14+D46 V4 A30,1,egypt,-0.08342441,5.865738,10.788825307213429,12.966005361885609
egypt_by_oracle\祀\N14+D46 V4 A30\祀_N14+D46 V4 A30_02.png,祀,N14+D46 V4 A30,2,egypt,3.0158317,7.15838,6.972544277404241,3.0056418868059436
egypt_by_oracle\祀\N14+D46 V4 A30\祀_N14+D46 V4 A30_03.png,祀,N14+D46 V4 A30,3,egypt,0.025808334,6.5158687,11.570719777202147,9.936091977122425
egypt_by_oracle\祀\N14+D46 V4 A30\祀_N14+D46 V4 A30_04.png,祀,N14+D46 V4 A30,4,egypt,4.370731,9.023056,-0.8101125673747943,-7.733500426488386
egypt_by_oracle\祖\D28\祖_D28_000.png,祖,D28,0,egypt,3.2041125,8.097563,2.546521488916192,-6.953846230209125
egypt_by_oracle\祖\D28\祖_D28_001.png,祖,D28,1,egypt,4.373751,7.658166,3.4319044392322646,0.8503214917664125
egypt_by_oracle\祖\D28\祖_D28_002.png,祖,D28,2,egypt,4.4552345,7.7458596,2.566827864195331,0.36800689101716233
egypt_by_oracle\祖\D28\祖_D28_003.png,祖,D28,3,egypt,4.9865193,8.090208,0.8468001239300178,0.7705054756230381
egypt_by_oracle\祖\D28\祖_D28_004.png,祖,D28,4,egypt,3.467852,7.0830746,6.210380167517353,0.7629143411574779
egypt_by_oracle\祖\D28\祖_D28_0067.png,祖,D28,67,egypt,3.384569,7.15955,5.782607332685217,1.2502670938927696
egypt_by_oracle\祖\D28\祖_D28_0074.png,祖,D28,74,egypt,3.3848178,7.0005774,6.575555646470952,1.7646981060876563
egypt_by_oracle\祖\D28\祖_D28_0080.png,祖,D28,80,egypt,3.4853404,6.707309,5.328664949092467,-0.3373634819970206
egypt_by_oracle\祖\D28\祖_D28_0083.png,祖,D28,83,egypt,4.1448965,7.305663,4.321452260737717,0.9589637731335598
egypt_by_oracle\祖\D28\祖_D28_0096.png,祖,D28,96,egypt,7.1873946,3.8213735,1.3651227225404594,3.1217501099803493
egypt_by_oracle\祖\D28\祖_D28_0098.png,祖,D28,98,egypt,7.4130473,3.7860286,0.4376467018522491,3.015610236092445
egypt_by_oracle\祖\D28\祖_D28_0100.png,祖,D28,100,egypt,3.910961,7.5800285,4.401683590858686,-0.5863979310581026
egypt_by_oracle\祝\D31\祝_D31_01.png,祝,D31,1,egypt,5.3688684,8.230878,2.6802030149799614,-4.074876163643607
egypt_by_oracle\祝\T8\祝_T8_01.png,祝,T8,1,egypt,5.4965773,9.808462,-1.9381297362075136,-3.408348751417046
egypt_by_oracle\祭\祭_NA_01.png,祭,NA,1,egypt,5.462639,9.371901,-0.798596304137384,-8.579636125644754
egypt_by_oracle\祭\D44\祭_D44_01.png,祭,D44,1,egypt,7.3055816,3.6701002,2.421641926887927,4.497086270029359
egypt_by_oracle\鬼\D28\鬼_D28_000.png,鬼,D28,0,egypt,3.2403116,8.049694,2.5465171399481785,-6.953824708924196
egypt_by_oracle\鬼\D28\鬼_D28_001.png,鬼,D28,1,egypt,4.3019514,7.7663107,3.4319047126529996,0.8503214359219833
egypt_by_oracle\鬼\D28\鬼_D28_002.png,鬼,D28,2,egypt,4.558779,7.8621283,2.567134438267334,0.36920701583639726
egypt_by_oracle\鬼\D28\鬼_D28_003.png,鬼,D28,3,egypt,4.8592176,8.282584,0.8472452666446324,0.7688263294931396
egypt_by_oracle\鬼\D28\鬼_D28_004.png,鬼,D28,4,egypt,3.4304798,7.0347357,5.727189043534645,1.0314459106876028
egypt_by_oracle\鬼\D28\鬼_D28_0068.png,鬼,D28,68,egypt,3.5324721,6.9108863,5.971608519178681,0.665345033080592
egypt_by_oracle\鬼\D28\鬼_D28_0075.png,鬼,D28,75,egypt,3.1846888,7.0408688,6.764181710534712,1.597746534603928
egypt_by_oracle\鬼\G1\鬼_G1_000.png,鬼,G1,0,egypt,0.5334042,7.2588806,11.84859623322985,5.545377324303419
egypt_by_oracle\鬼\G1\鬼_G1_001.png,鬼,G1,1,egypt,0.6830732,7.403833,11.171055102283276,4.871033013747954
egypt_by_oracle\鬼\G1\鬼_G1_0013.png,鬼,G1,13,egypt,0.9289095,7.058485,9.621516899987988,5.832394226965606
egypt_by_oracle\鬼\G1\鬼_G1_002.png,鬼,G1,2,egypt,1.1760514,6.937703,7.987301820588332,6.186123694001826
egypt_by_oracle\鬼\G1\鬼_G1_0021.png,鬼,G1,21,egypt,0.71835434,7.0580606,10.666019609527023,6.402172858566612
egypt_by_oracle\鬼\G1\鬼_G1_0022.png,鬼,G1,22,egypt,0.7931908,7.4768763,10.457629176432855,4.473061604861939
egypt_by_oracle\鬼\G1\鬼_G1_003.png,鬼,G1,3,egypt,0.89490014,7.2835517,10.311528491801344,5.567084065330655
egypt_by_oracle\鬼\G1\鬼_G1_004.png,鬼,G1,4,egypt,0.60444045,7.264964,11.396962645419949,5.886623546840723
egypt_by_oracle\鬼\G25\鬼_G25_000.png,鬼,G25,0,egypt,0.4512982,7.3637958,12.181495568280674,4.803141790298346
egypt_by_oracle\鬼\G25\鬼_G25_001.png,鬼,G25,1,egypt,0.31299675,6.7086635,11.214627303742175,8.039638361957582
egypt_by_oracle\鬼\G25\鬼_G25_002.png,鬼,G25,2,egypt,0.8313859,6.5345225,9.507047937705678,8.179308445240379
egypt_by_oracle\鬼\G25\鬼_G25_003.png,鬼,G25,3,egypt,0.00796717,7.053656,12.667682198771702,6.730413062344073
egypt_by_oracle\鬼\G25\鬼_G25_004.png,鬼,G25,4,egypt,0.8899337,7.56168,11.414730247723028,4.103457462847885
egypt_by_oracle\鬼\G25\鬼_G25_01.png,鬼,G25,1,egypt,-0.01215276,6.4726505,12.560570980130722,10.198447209924163
egypt_by_oracle\鬼\G25\鬼_G25_02.png,鬼,G25,2,egypt,0.1538479,6.5094438,12.274592374786113,9.635092173981493
egypt_by_oracle\鬼\G25\鬼_G25_03.png,鬼,G25,3,egypt,-0.08186121,5.9527392,11.324778812874673,12.333103422242466
egypt_by_oracle\鬼\G29\鬼_G29_000.png,鬼,G29,0,egypt,0.08419038,7.1489034,13.458547172155118,6.2143524297422434
egypt_by_oracle\鬼\G29\鬼_G29_001.png,鬼,G29,1,egypt,0.9351805,6.7277784,8.910868421767182,7.597692840761669
egypt_by_oracle\鬼\G29\鬼_G29_002.png,鬼,G29,2,egypt,0.016828476,7.0017934,13.075900827275694,7.5622108332526485
egypt_by_oracle\鬼\G29\鬼_G29_0071.png,鬼,G29,71,egypt,0.06729345,7.183919,13.458547172153272,6.21435242973914
egypt_by_oracle\鬼\G29\鬼_G29_0079.png,鬼,G29,79,egypt,0.9267043,6.699173,8.910868421767182,7.597692840761669
egypt_by_oracle\鬼\G29\鬼_G29_01.png,鬼,G29,1,egypt,-0.08036804,6.729598,12.593064541316728,8.898533492466205
egypt_by_oracle\鬼\G29\鬼_G29_0131.png,鬼,G29,131,egypt,-0.053902667,6.9436574,13.421753014766667,7.512750015668033
